#feature_id	PAU84062_pass_FAST_barcode01	PAU84062_pass_FAST_barcode02	PAU84062_pass_FAST_barcode03	PAU84062_pass_FAST_barcode04	PAU84062_pass_FAST_barcode05	PAU84062_pass_FAST_barcode06
ENST00000236342.12	5.00	11.00	8.00	7.00	5.00	6.00
ENST00000236412.11	40.00	53.00	30.00	41.00	51.00	62.00
ENST00000236937.13	198.00	71.00	102.00	89.00	75.00	39.00
ENST00000236938.12	5.00	1.00	15.00	2.00	1.00	0.00
ENST00000238181.11	2.00	3.00	1.00	3.00	3.00	3.00
ENST00000240185.8	18.00	16.00	19.00	9.00	15.00	9.00
ENST00000241337.9	13.00	26.00	35.00	25.00	27.00	13.00
ENST00000241356.5	66.00	64.00	95.00	65.00	78.00	41.00
ENST00000241704.8	8.00	12.00	6.00	2.00	4.00	5.00
ENST00000242719.4	20.00	16.00	12.00	17.00	10.00	21.00
ENST00000243189.12	250.00	137.00	231.00	180.00	125.00	137.00
ENST00000243440.2	4.00	116.00	25.00	5.00	81.00	11.00
ENST00000243611.9	1.00	0.00	1.00	0.00	1.00	1.00
ENST00000245564.8	10.00	17.00	12.00	8.00	16.00	14.00
ENST00000246151.9	13.00	24.00	14.00	19.00	38.00	34.00
ENST00000246337.9	28.00	22.00	33.00	35.00	43.00	26.00
ENST00000246421.4	1.00	1.00	0.00	2.00	3.00	1.00
ENST00000251507.8	31.00	65.00	63.00	27.00	57.00	49.00
ENST00000251547.10	2.00	2.00	0.00	2.00	0.00	0.00
ENST00000252992.8	14.00	23.00	11.00	9.00	20.00	18.00
ENST00000253063.4	1.00	1.00	2.00	4.00	8.00	7.00
ENST00000253251.12	2.00	2.00	0.00	3.00	2.00	2.00
ENST00000254090.9	0.00	15.00	8.00	1.00	3.00	1.00
ENST00000254101.4	7.00	16.00	11.00	11.00	12.00	10.00
ENST00000254521.8	78.00	129.00	110.00	91.00	176.00	84.00
ENST00000254821.10	3.00	3.00	3.00	6.00	8.00	11.00
ENST00000255108.8	2.00	2.00	1.00	2.00	1.00	0.00
ENST00000255409.8	410.00	57.00	428.00	601.00	113.00	371.00
ENST00000255416.9	13.00	0.00	1.00	8.00	5.00	3.00
ENST00000256593.8	0.00	0.00	0.00	0.00	0.00	1.00
ENST00000256644.8	1051.00	1267.00	1499.00	848.00	1218.00	880.00
ENST00000256646.7	13.00	74.00	35.00	37.00	43.00	21.00
ENST00000256652.8	0.00	0.00	0.00	1.00	0.00	0.00
ENST00000257181.10	17.00	25.00	26.00	16.00	30.00	18.00
ENST00000258243.7	1.00	1.00	1.00	4.00	2.00	5.00
ENST00000258301.6	1.00	0.00	0.00	3.00	0.00	0.00
ENST00000260506.12	4.00	3.00	4.00	3.00	1.00	2.00
ENST00000260508.9	2.00	7.00	6.00	5.00	4.00	2.00
ENST00000260563.4	29.00	56.00	40.00	42.00	32.00	40.00
ENST00000261396.6	1.00	9.00	7.00	5.00	9.00	4.00
ENST00000261443.9	2.00	1.00	3.00	2.00	1.00	1.00
ENST00000261455.9	8.00	20.00	11.00	5.00	17.00	11.00
ENST00000261461.7	0.00	1.00	4.00	1.00	5.00	2.00
ENST00000261464.10	2.00	4.00	3.00	0.00	0.00	1.00
ENST00000262346.6	5.00	5.00	6.00	6.00	6.00	5.00
ENST00000262348.9	16.00	6.00	18.00	7.00	1.00	20.00
ENST00000262741.10	1.00	1.00	3.00	3.00	2.00	4.00
ENST00000262746.5	2.00	14.00	4.00	4.00	3.00	0.00
ENST00000263168.4	574.00	825.00	642.00	720.00	753.00	469.00
ENST00000263285.11	28.00	25.00	20.00	24.00	20.00	17.00
ENST00000263694.9	34.00	89.00	74.00	50.00	68.00	39.00
ENST00000263697.6	73.00	178.00	128.00	108.00	225.00	77.00
ENST00000263702.11	1.00	4.00	0.00	1.00	1.00	0.00
ENST00000263726.4	0.00	0.00	0.00	0.00	1.00	0.00
ENST00000263733.5	27.00	44.00	19.00	18.00	24.00	26.00
ENST00000263831.11	0.00	0.00	0.00	2.00	0.00	0.00
ENST00000263893.10	13.00	7.00	23.00	10.00	6.00	7.00
ENST00000263974.4	6.00	5.00	1.00	7.00	4.00	5.00
ENST00000263980.8	28.00	32.00	29.00	31.00	33.00	29.00
ENST00000264198.5	46.00	96.00	62.00	63.00	78.00	57.00
ENST00000264202.8	161.00	305.00	198.00	224.00	238.00	156.00
ENST00000264515.11	0.00	0.00	0.00	2.00	3.00	0.00
ENST00000270708.12	28.00	34.00	31.00	31.00	30.00	27.00
ENST00000270747.8	3.00	2.00	3.00	2.00	3.00	2.00
ENST00000270776.13	242.00	337.00	313.00	243.00	344.00	180.00
ENST00000270792.10	13113.00	13893.00	10657.00	13870.00	11407.00	6075.00
ENST00000270812.6	4.00	8.00	11.00	5.00	11.00	11.00
ENST00000270815.5	2.00	7.00	18.00	10.00	20.00	20.00
ENST00000271002.15	34.00	20.00	122.00	32.00	40.00	101.00
ENST00000271277.11	2.00	1.00	2.00	5.00	3.00	1.00
ENST00000271308.9	57.00	209.00	101.00	84.00	191.00	87.00
ENST00000271324.6	161.00	93.00	132.00	174.00	170.00	66.00
ENST00000271373.9	1.00	2.00	5.00	2.00	1.00	2.00
ENST00000271375.7	52.00	128.00	50.00	32.00	103.00	56.00
ENST00000271417.8	1.00	0.00	0.00	0.00	0.00	0.00
ENST00000271450.12	122.00	117.00	117.00	112.00	145.00	52.00
ENST00000271526.9	44.00	49.00	32.00	41.00	36.00	40.00
ENST00000271583.7	0.00	0.00	1.00	0.00	0.00	0.00
ENST00000271620.8	3.00	0.00	5.00	3.00	2.00	2.00
ENST00000271628.9	486.00	471.00	571.00	483.00	509.00	324.00
ENST00000271638.3	30756.00	13211.00	16425.00	30364.00	12305.00	9922.00
ENST00000271688.10	12.00	7.00	4.00	9.00	8.00	4.00
ENST00000271690.12	16.00	27.00	16.00	15.00	15.00	8.00
ENST00000271732.8	21.00	36.00	20.00	13.00	27.00	17.00
ENST00000271764.7	13.00	19.00	40.00	22.00	23.00	16.00
ENST00000271836.10	0.00	3.00	0.00	2.00	2.00	1.00
ENST00000271843.9	21.00	65.00	40.00	40.00	70.00	29.00
ENST00000271857.6	8.00	8.00	7.00	12.00	7.00	4.00
ENST00000271889.8	1.00	0.00	1.00	2.00	1.00	3.00
ENST00000272091.8	47.00	52.00	30.00	42.00	29.00	27.00
ENST00000272102.10	1330.00	1532.00	1452.00	1634.00	1596.00	935.00
ENST00000272139.5	1.00	2.00	5.00	3.00	1.00	5.00
ENST00000272163.9	122.00	222.00	159.00	130.00	156.00	150.00
ENST00000272167.10	0.00	7.00	8.00	3.00	2.00	3.00
ENST00000272190.9	0.00	0.00	1.00	0.00	3.00	1.00
ENST00000272217.7	71.00	106.00	68.00	74.00	74.00	73.00
ENST00000281701.11	1.00	4.00	7.00	5.00	5.00	2.00
ENST00000281834.4	0.00	0.00	0.00	4.00	5.00	1.00
ENST00000282841.9	20.00	67.00	39.00	38.00	50.00	36.00
ENST00000282990.10	23.00	37.00	18.00	23.00	32.00	20.00
ENST00000284376.8	2.00	4.00	9.00	5.00	3.00	6.00
ENST00000284548.16	6.00	13.00	6.00	9.00	6.00	3.00
ENST00000284551.11	69.00	97.00	91.00	86.00	81.00	92.00
ENST00000287859.11	27.00	31.00	25.00	29.00	22.00	17.00
ENST00000289166.6	0.00	0.00	2.00	1.00	0.00	0.00
ENST00000289707.10	0.00	5.00	3.00	1.00	2.00	2.00
ENST00000289865.12	5.00	1.00	2.00	2.00	2.00	1.00
ENST00000289902.2	4709.00	7108.00	3712.00	4761.00	5685.00	1884.00
ENST00000290541.7	289.00	496.00	304.00	245.00	466.00	234.00
ENST00000290551.5	726.00	663.00	670.00	880.00	790.00	530.00
ENST00000290663.10	3.00	9.00	12.00	12.00	5.00	3.00
ENST00000290795.7	6.00	2.00	4.00	9.00	6.00	1.00
ENST00000291358.11	4.00	6.00	5.00	1.00	2.00	8.00
ENST00000291386.4	427.00	603.00	495.00	608.00	607.00	414.00
ENST00000291416.10	10.00	28.00	18.00	18.00	23.00	14.00
ENST00000292180.8	3.00	6.00	4.00	0.00	6.00	5.00
ENST00000292211.5	18.00	28.00	21.00	15.00	23.00	20.00
ENST00000294338.7	104.00	59.00	74.00	139.00	32.00	55.00
ENST00000294353.7	0.00	0.00	2.00	0.00	2.00	1.00
ENST00000294360.5	51.00	154.00	110.00	59.00	139.00	79.00
ENST00000294401.11	0.00	0.00	0.00	1.00	1.00	0.00
ENST00000294409.2	1.00	5.00	1.00	1.00	1.00	0.00
ENST00000294413.13	0.00	0.00	0.00	0.00	0.00	1.00
ENST00000294435.8	182.00	89.00	199.00	115.00	74.00	101.00
ENST00000294507.4	4764.00	4352.00	2956.00	5991.00	3959.00	3145.00
ENST00000294543.11	0.00	1.00	1.00	0.00	1.00	0.00
ENST00000294661.8	21.00	43.00	22.00	26.00	36.00	30.00
ENST00000294728.7	0.00	3.00	7.00	0.00	0.00	12.00
ENST00000294742.6	20.00	29.00	24.00	27.00	28.00	19.00
ENST00000294785.10	17.00	29.00	21.00	29.00	27.00	9.00
ENST00000294811.2	4.00	9.00	11.00	12.00	7.00	3.00
ENST00000295006.6	22.00	27.00	12.00	18.00	22.00	21.00
ENST00000295008.8	13.00	18.00	24.00	22.00	15.00	7.00
ENST00000295050.12	3.00	4.00	2.00	1.00	5.00	1.00
ENST00000295598.10	55.00	74.00	58.00	52.00	83.00	71.00
ENST00000295640.9	4.00	7.00	4.00	13.00	11.00	9.00
ENST00000295682.6	747.00	1109.00	1038.00	822.00	1089.00	797.00
ENST00000295688.8	281.00	355.00	418.00	297.00	381.00	232.00
ENST00000295694.9	5.00	18.00	11.00	12.00	16.00	11.00
ENST00000295702.9	2633.00	3400.00	3282.00	3074.00	3513.00	2331.00
ENST00000295809.12	12.00	8.00	16.00	7.00	7.00	6.00
ENST00000296214.10	36.00	70.00	36.00	29.00	47.00	29.00
ENST00000296215.8	15.00	24.00	13.00	13.00	19.00	10.00
ENST00000296380.9	0.00	0.00	0.00	2.00	0.00	0.00
ENST00000302035.11	16.00	40.00	14.00	25.00	24.00	19.00
ENST00000302550.16	23.00	29.00	15.00	27.00	31.00	38.00
ENST00000302631.8	50.00	74.00	98.00	59.00	102.00	50.00
ENST00000302692.7	3.00	14.00	2.00	6.00	3.00	1.00
ENST00000303343.12	2.00	2.00	1.00	1.00	1.00	1.00
ENST00000303469.6	0.00	1.00	0.00	0.00	0.00	0.00
ENST00000303721.12	0.00	0.00	1.00	1.00	1.00	3.00
ENST00000304457.11	0.00	1.00	2.00	0.00	0.00	0.00
ENST00000304786.12	499.00	576.00	575.00	472.00	546.00	314.00
ENST00000304952.11	0.00	2.00	0.00	0.00	1.00	1.00
ENST00000304979.8	63.00	80.00	125.00	76.00	71.00	54.00
ENST00000305352.7	418.00	382.00	352.00	351.00	308.00	252.00
ENST00000305943.9	7.00	11.00	4.00	7.00	12.00	11.00
ENST00000306031.5	2.00	10.00	5.00	1.00	7.00	3.00
ENST00000306121.8	2.00	11.00	0.00	0.00	1.00	0.00
ENST00000306562.8	2.00	2.00	2.00	0.00	2.00	2.00
ENST00000306601.9	36.00	49.00	19.00	19.00	43.00	23.00
ENST00000307714.12	0.00	0.00	1.00	0.00	1.00	0.00
ENST00000308987.6	87.00	123.00	118.00	83.00	91.00	63.00
ENST00000309017.9	10.00	5.00	21.00	2.00	5.00	3.00
ENST00000309048.8	4.00	11.00	5.00	11.00	13.00	7.00
ENST00000309758.6	169.00	194.00	147.00	196.00	173.00	99.00
ENST00000309777.11	23.00	12.00	14.00	22.00	24.00	9.00
ENST00000310256.7	5.00	10.00	5.00	3.00	13.00	8.00
ENST00000310392.5	64.00	51.00	101.00	60.00	50.00	63.00
ENST00000310483.10	1.00	0.00	0.00	2.00	2.00	2.00
ENST00000310611.8	1.00	0.00	0.00	0.00	0.00	0.00
ENST00000310833.12	0.00	2.00	0.00	1.00	0.00	0.00
ENST00000310955.11	0.00	5.00	1.00	0.00	2.00	0.00
ENST00000311223.9	4.00	3.00	2.00	1.00	1.00	1.00
ENST00000311772.10	7.00	3.00	3.00	3.00	4.00	6.00
ENST00000312210.9	0.00	0.00	2.00	2.00	2.00	1.00
ENST00000312239.10	0.00	1.00	0.00	1.00	4.00	1.00
ENST00000312263.10	9.00	4.00	1.00	4.00	8.00	4.00
ENST00000312726.9	115.00	229.00	140.00	158.00	223.00	124.00
ENST00000313146.11	5.00	7.00	3.00	6.00	4.00	4.00
ENST00000313835.14	4.00	2.00	9.00	4.00	7.00	3.00
ENST00000314163.12	2.00	3.00	1.00	2.00	0.00	2.00
ENST00000314340.10	532.00	1083.00	981.00	629.00	1288.00	630.00
ENST00000314485.12	2.00	6.00	7.00	2.00	7.00	6.00
ENST00000314607.11	4.00	9.00	11.00	8.00	10.00	7.00
ENST00000314675.11	0.00	0.00	1.00	0.00	1.00	0.00
ENST00000314754.12	4.00	3.00	4.00	2.00	10.00	9.00
ENST00000315144.14	11.00	19.00	27.00	20.00	31.00	23.00
ENST00000315554.15	6.00	11.00	5.00	12.00	17.00	8.00
ENST00000315713.5	1.00	0.00	1.00	0.00	1.00	1.00
ENST00000315732.3	795.00	824.00	817.00	926.00	769.00	526.00
ENST00000315901.4	2.00	0.00	2.00	2.00	0.00	1.00
ENST00000315913.9	5.00	1.00	6.00	4.00	6.00	5.00
ENST00000315927.9	33.00	39.00	27.00	29.00	29.00	43.00
ENST00000316005.11	15.00	12.00	24.00	9.00	11.00	8.00
ENST00000316721.8	37.00	7.00	12.00	41.00	7.00	9.00
ENST00000316891.10	0.00	0.00	2.00	1.00	0.00	1.00
ENST00000317538.9	2.00	0.00	4.00	4.00	4.00	3.00
ENST00000317868.9	1.00	1.00	1.00	0.00	0.00	0.00
ENST00000318220.10	11.00	6.00	9.00	12.00	10.00	8.00
ENST00000318289.14	43.00	58.00	50.00	44.00	55.00	43.00
ENST00000318967.7	8.00	18.00	12.00	4.00	15.00	6.00
ENST00000319041.6	31.00	60.00	35.00	29.00	38.00	11.00
ENST00000319084.9	1.00	1.00	1.00	1.00	5.00	0.00
ENST00000319223.8	4.00	3.00	6.00	1.00	0.00	4.00
ENST00000319248.13	427.00	533.00	506.00	447.00	538.00	293.00
ENST00000319769.10	90.00	72.00	72.00	62.00	84.00	36.00
ENST00000319928.9	2.00	1.00	8.00	9.00	7.00	2.00
ENST00000319942.8	74.00	107.00	90.00	61.00	74.00	56.00
ENST00000320307.8	7.00	2.00	4.00	14.00	7.00	4.00
ENST00000320334.5	0.00	0.00	1.00	4.00	0.00	0.00
ENST00000320567.6	0.00	1.00	3.00	1.00	1.00	1.00
ENST00000321265.10	38.00	80.00	53.00	38.00	67.00	48.00
ENST00000321358.12	10.00	17.00	4.00	8.00	10.00	14.00
ENST00000321418.6	18.00	31.00	20.00	14.00	23.00	14.00
ENST00000321531.10	1.00	3.00	4.00	2.00	1.00	4.00
ENST00000321556.5	24.00	30.00	15.00	20.00	32.00	17.00
ENST00000321751.9	1.00	2.00	0.00	2.00	0.00	0.00
ENST00000321935.10	1.00	3.00	2.00	0.00	0.00	0.00
ENST00000322302.7	0.00	4.00	0.00	0.00	0.00	0.00
ENST00000322753.7	87.00	240.00	132.00	107.00	208.00	84.00
ENST00000322875.8	1.00	1.00	0.00	0.00	0.00	1.00
ENST00000323699.9	0.00	1.00	0.00	3.00	0.00	0.00
ENST00000323848.14	33.00	56.00	55.00	42.00	71.00	45.00
ENST00000324379.10	11.00	33.00	15.00	14.00	27.00	12.00
ENST00000324862.7	23.00	35.00	40.00	18.00	28.00	15.00
ENST00000325722.8	2.00	1.00	2.00	2.00	1.00	2.00
ENST00000326245.4	2.00	27.00	5.00	3.00	6.00	1.00
ENST00000326729.9	5.00	3.00	8.00	4.00	2.00	2.00
ENST00000326734.3	0.00	0.00	0.00	0.00	1.00	0.00
ENST00000326786.4	1.00	0.00	0.00	0.00	4.00	1.00
ENST00000326837.6	1.00	1.00	0.00	0.00	2.00	0.00
ENST00000327044.7	25.00	46.00	29.00	19.00	25.00	33.00
ENST00000327247.9	0.00	3.00	0.00	1.00	0.00	1.00
ENST00000327299.8	0.00	0.00	3.00	1.00	0.00	0.00
ENST00000327300.12	7.00	5.00	8.00	10.00	3.00	6.00
ENST00000327331.2	2.00	1.00	2.00	1.00	0.00	0.00
ENST00000328159.9	4.00	5.00	2.00	5.00	9.00	7.00
ENST00000328299.4	5.00	5.00	4.00	6.00	1.00	2.00
ENST00000328664.9	2.00	1.00	0.00	1.00	1.00	0.00
ENST00000328928.11	3.00	3.00	4.00	4.00	3.00	1.00
ENST00000329281.6	0.00	0.00	0.00	1.00	1.00	0.00
ENST00000329291.6	8.00	14.00	10.00	7.00	20.00	4.00
ENST00000329421.8	2.00	2.00	2.00	10.00	2.00	4.00
ENST00000329800.7	8.00	10.00	0.00	9.00	8.00	6.00
ENST00000330010.12	5.00	19.00	9.00	10.00	7.00	5.00
ENST00000330188.13	439.00	878.00	512.00	622.00	708.00	532.00
ENST00000330263.5	5.00	11.00	15.00	6.00	17.00	13.00
ENST00000331128.6	5.00	5.00	3.00	3.00	5.00	2.00
ENST00000331314.11	57.00	41.00	45.00	35.00	50.00	33.00
ENST00000331380.4	37.00	66.00	46.00	55.00	62.00	17.00
ENST00000331835.10	169.00	368.00	213.00	213.00	311.00	125.00
ENST00000331872.11	59.00	50.00	54.00	62.00	87.00	42.00
ENST00000332220.10	0.00	1.00	0.00	0.00	0.00	1.00
ENST00000333070.4	3.00	2.00	4.00	2.00	0.00	1.00
ENST00000333868.10	5.00	8.00	7.00	2.00	6.00	3.00
ENST00000334163.4	6.00	1.00	5.00	2.00	5.00	2.00
ENST00000334232.9	0.00	0.00	0.00	0.00	1.00	0.00
ENST00000334351.8	318.00	562.00	417.00	335.00	501.00	319.00
ENST00000334513.6	0.00	0.00	0.00	0.00	3.00	0.00
ENST00000334634.9	2.00	5.00	7.00	6.00	7.00	3.00
ENST00000335514.10	1804.00	2514.00	2299.00	1651.00	2275.00	1657.00
ENST00000335648.3	0.00	1.00	2.00	1.00	0.00	2.00
ENST00000336119.8	12.00	15.00	9.00	12.00	11.00	9.00
ENST00000336184.6	1.00	0.00	0.00	0.00	0.00	0.00
ENST00000336230.10	5.00	8.00	3.00	4.00	5.00	8.00
ENST00000336294.10	4.00	10.00	5.00	2.00	7.00	4.00
ENST00000336300.9	8.00	5.00	15.00	6.00	4.00	10.00
ENST00000336520.8	21.00	56.00	33.00	32.00	61.00	37.00
ENST00000336890.10	207.00	279.00	375.00	298.00	352.00	230.00
ENST00000337132.10	140.00	231.00	216.00	173.00	265.00	147.00
ENST00000337248.9	3.00	4.00	6.00	4.00	5.00	6.00
ENST00000338272.9	208.00	291.00	250.00	246.00	270.00	183.00
ENST00000338338.10	29.00	51.00	45.00	35.00	67.00	62.00
ENST00000338366.6	2.00	5.00	1.00	2.00	7.00	0.00
ENST00000338370.7	18.00	22.00	8.00	10.00	20.00	20.00
ENST00000338639.10	44.00	129.00	57.00	75.00	117.00	50.00
ENST00000338895.7	1.00	0.00	0.00	1.00	0.00	0.00
ENST00000339083.12	29.00	211.00	77.00	43.00	137.00	47.00
ENST00000339145.8	0.00	1.00	2.00	0.00	0.00	1.00
ENST00000339255.2	0.00	0.00	1.00	1.00	1.00	0.00
ENST00000339643.9	0.00	0.00	0.00	0.00	0.00	1.00
ENST00000340020.11	61.00	93.00	50.00	60.00	63.00	47.00
ENST00000340281.9	0.00	0.00	0.00	1.00	1.00	0.00
ENST00000340385.6	381.00	640.00	351.00	484.00	552.00	258.00
ENST00000340450.7	87.00	53.00	47.00	92.00	57.00	30.00
ENST00000340535.11	36.00	67.00	62.00	45.00	58.00	46.00
ENST00000340684.10	6.00	7.00	9.00	7.00	7.00	6.00
ENST00000340866.10	18.00	12.00	39.00	16.00	8.00	27.00
ENST00000340934.10	7.00	3.00	0.00	7.00	4.00	1.00
ENST00000340990.10	315.00	191.00	231.00	299.00	238.00	137.00
ENST00000341154.10	4.00	4.00	5.00	8.00	4.00	5.00
ENST00000341183.9	1.00	0.00	1.00	0.00	5.00	0.00
ENST00000341298.3	77.00	123.00	115.00	76.00	92.00	56.00
ENST00000341426.9	0.00	0.00	0.00	0.00	1.00	0.00
ENST00000341491.9	4.00	20.00	7.00	29.00	53.00	37.00
ENST00000341832.11	45.00	66.00	33.00	41.00	66.00	45.00
ENST00000341991.7	1.00	0.00	0.00	1.00	1.00	0.00
ENST00000342115.8	15.00	5.00	10.00	18.00	7.00	6.00
ENST00000342203.8	0.00	4.00	1.00	0.00	2.00	2.00
ENST00000342751.8	13.00	23.00	18.00	21.00	16.00	21.00
ENST00000343043.7	26.00	39.00	42.00	38.00	52.00	33.00
ENST00000343255.9	65.00	111.00	76.00	81.00	89.00	66.00
ENST00000343381.10	0.00	1.00	0.00	3.00	1.00	1.00
ENST00000343534.9	198.00	305.00	257.00	199.00	258.00	116.00
ENST00000343776.10	5.00	13.00	7.00	5.00	4.00	6.00
ENST00000343818.11	138.00	121.00	134.00	203.00	152.00	113.00
ENST00000343938.9	10.00	13.00	3.00	10.00	9.00	9.00
ENST00000344029.6	2.00	8.00	1.00	2.00	9.00	8.00
ENST00000344147.10	16.00	20.00	26.00	30.00	34.00	4.00
ENST00000344461.7	0.00	1.00	0.00	1.00	1.00	0.00
ENST00000344529.5	150.00	139.00	155.00	146.00	93.00	95.00
ENST00000344548.8	92.00	89.00	91.00	106.00	76.00	48.00
ENST00000344843.12	463.00	625.00	492.00	495.00	615.00	372.00
ENST00000344922.10	16.00	38.00	16.00	13.00	18.00	23.00
ENST00000345034.2	6.00	4.00	3.00	3.00	3.00	5.00
ENST00000345664.10	1.00	2.00	2.00	1.00	3.00	1.00
ENST00000347088.9	1.00	0.00	1.00	0.00	0.00	0.00
ENST00000347370.6	0.00	1.00	0.00	1.00	2.00	2.00
ENST00000347631.8	0.00	1.00	0.00	0.00	3.00	1.00
ENST00000348159.9	46.00	64.00	35.00	63.00	63.00	28.00
ENST00000348259.9	39.00	92.00	51.00	62.00	69.00	51.00
ENST00000348549.9	0.00	4.00	5.00	4.00	1.00	1.00
ENST00000348564.12	45.00	71.00	61.00	49.00	51.00	17.00
ENST00000349139.6	0.00	2.00	4.00	2.00	0.00	2.00
ENST00000349213.7	114.00	152.00	114.00	141.00	127.00	128.00
ENST00000349431.11	5.00	18.00	8.00	26.00	38.00	37.00
ENST00000349792.9	2.00	0.00	2.00	1.00	1.00	1.00
ENST00000350027.8	0.00	0.00	0.00	0.00	0.00	1.00
ENST00000350592.7	102.00	119.00	110.00	114.00	77.00	58.00
ENST00000350710.3	1.00	1.00	0.00	0.00	2.00	0.00
ENST00000351223.7	80.00	59.00	73.00	79.00	77.00	61.00
ENST00000351829.9	33.00	63.00	52.00	29.00	70.00	24.00
ENST00000352171.12	23.00	16.00	19.00	42.00	24.00	11.00
ENST00000352210.9	0.00	0.00	0.00	0.00	1.00	3.00
ENST00000352527.6	9.00	4.00	8.00	2.00	5.00	4.00
ENST00000352967.9	3.00	1.00	11.00	5.00	8.00	1.00
ENST00000354267.3	3.00	0.00	0.00	1.00	0.00	0.00
ENST00000354332.8	15.00	33.00	12.00	7.00	14.00	10.00
ENST00000354361.3	95.00	188.00	80.00	112.00	149.00	70.00
ENST00000354473.4	29.00	56.00	36.00	32.00	47.00	49.00
ENST00000354567.7	5.00	1.00	4.00	2.00	1.00	3.00
ENST00000354618.10	50.00	59.00	52.00	38.00	53.00	25.00
ENST00000354691.9	0.00	1.00	1.00	2.00	0.00	0.00
ENST00000354775.5	84.00	135.00	83.00	87.00	114.00	66.00
ENST00000354777.6	17.00	2.00	11.00	8.00	2.00	6.00
ENST00000354831.11	13.00	22.00	15.00	13.00	15.00	8.00
ENST00000354848.5	23.00	24.00	19.00	40.00	29.00	5.00
ENST00000354858.11	5.00	4.00	9.00	8.00	7.00	2.00
ENST00000355105.8	3.00	4.00	2.00	1.00	7.00	3.00
ENST00000355360.8	4.00	9.00	5.00	3.00	4.00	2.00
ENST00000355379.3	28.00	29.00	40.00	38.00	34.00	16.00
ENST00000355485.7	1.00	2.00	2.00	0.00	4.00	2.00
ENST00000355498.6	0.00	0.00	2.00	2.00	2.00	0.00
ENST00000355499.9	6.00	12.00	20.00	15.00	15.00	10.00
ENST00000355560.4	7.00	1.00	1.00	4.00	6.00	1.00
ENST00000355716.5	1.00	17.00	8.00	9.00	26.00	20.00
ENST00000355754.7	51.00	169.00	56.00	65.00	193.00	84.00
ENST00000355928.8	11.00	14.00	14.00	6.00	12.00	10.00
ENST00000355956.6	0.00	1.00	1.00	0.00	0.00	0.00
ENST00000356026.10	0.00	3.00	1.00	1.00	3.00	3.00
ENST00000356205.9	103.00	104.00	114.00	136.00	131.00	68.00
ENST00000356511.6	39.00	31.00	39.00	37.00	30.00	20.00
ENST00000356554.7	29.00	42.00	23.00	33.00	30.00	26.00
ENST00000356607.9	14.00	22.00	23.00	11.00	15.00	12.00
ENST00000356648.5	0.00	1.00	0.00	0.00	1.00	0.00
ENST00000356657.10	0.00	0.00	0.00	0.00	1.00	0.00
ENST00000356684.9	1.00	0.00	2.00	4.00	3.00	0.00
ENST00000356689.7	1.00	1.00	0.00	0.00	0.00	0.00
ENST00000356728.11	3.00	15.00	4.00	3.00	13.00	2.00
